title,location,area,size,rooms,sqm_m2,price_VND,price_num,len(price),price_normalized,price_usd,trieu_met_vuong,usd_per_sqm,province,country
"Sky Garden 1, 2pn 2wc, có sân vườn, thiết kế đẹp",District 7,83.7 m² - 2 PN,83.7 m²,2 PN,84,"3,3 tỷ",3.3,3,3300,"$144,737",39.43,$1.73,thanh pho ho chi minh,vietnam
Cần bán gấp Căn hộ Sky89 89m2 2PN (Chính chủ),District 7,89 m² - 2 PN,89 m²,2 PN,89,"3,8 tỷ",3.8,3,3800,"$166,667",42.7,$1.87,thanh pho ho chi minh,vietnam
Bán Căn Hộ Lacasa Q7- 92m2- 2PN- Full nội thất,District 7,92 m² - 2 PN,92 m²,2 PN,92,"2,85 tỷ",2.85,4,2850,"$125,000",30.98,$1.36,thanh pho ho chi minh,vietnam
Chung cư căn góc CITY LAND District 7 92m² 2PN,District 7,92 m² - 2 PN,92 m²,2 PN,92,"4,3 tỷ",4.3,3,4300,"$188,596",46.74,$2.05,thanh pho ho chi minh,vietnam
"Bán lỗ gấp căn hộ SunriseCity South, 2PN , 106m2",District 7,106 m² - 2 PN,106 m²,2 PN,106,"4,05 tỷ",4.5,3,4500,"$197,368",42.45,$1.86,thanh pho ho chi minh,vietnam
C. cư Sunrise City 106m² 2PN - Giá tốt mùa Covid,District 7,106 m² - 2 PN,106 m²,2 PN,106,"4,5 tỷ",4.5,3,4500,"$197,368",42.45,$1.86,thanh pho ho chi minh,vietnam
Căn hộ 2PN - CC Sunrise khu South 106 m2,District 7,106 m² - 2 PN,106 m²,2 PN,106,5 tỷ,5,2,5000,"$219,298",47.17,$2.07,thanh pho ho chi minh,vietnam
𝐒𝐇𝐎𝐏𝐇𝐎𝐔𝐒𝐄 Q7 BOULEVARD - Chiết khấu 10%,District 7,109 m² - 2 PN,109 m²,2 PN,109,7 tỷ,7,2,7000,"$307,018",64.22,$2.82,thanh pho ho chi minh,vietnam
"Kẹt Tiền mùa Dịch, Bán Shophouse và căn hộ Q7, Q8",District 7,246 m² - 2 PN,246 m²,2 PN,246,"16,907894 tỷ",16.907,6,16907,"$741,535",68.73,$3.01,thanh pho ho chi minh,vietnam
CHÍNH CHỦ CẦN BÁN NHANH TRONG TUẦN CĂN HỘ,District 7,73 m² - 3 PN,73 m²,3 PN,73,"3,2 tỷ",3.2,3,3200,"$140,351",43.84,$1.92,thanh pho ho chi minh,vietnam
Chung cư Phú Mỹ Hưng Q7 Boulevard 74m² 3PN,District 7,74 m² - 3 PN,74 m²,3 PN,74,"3,1 tỷ",3.1,3,3100,"$135,965",41.89,$1.84,thanh pho ho chi minh,vietnam
Căn Hộ  An Gia Riverside 79m² 3PN Đào Trí District 7,District 7,79 m² - 3 PN,79 m²,3 PN,79,"2,8 tỷ",2.8,3,2800,"$122,807",35.44,$1.55,thanh pho ho chi minh,vietnam
CĂN HỘ CC WIEW SÔNG SÀI GÒN CỰC ĐẸP,District 7,83 m² - 3 PN,83 m²,3 PN,83,"3,2 tỷ",3.2,3,3200,"$140,351",38.55,$1.69,thanh pho ho chi minh,vietnam
"căn hộ mặt tiền Huỳnh tấn Phát Q.7 85m² giá 2,9 tỉ",District 7,85 m² - 3 PN,85 m²,3 PN,85,"2,9 tỷ",2.9,3,2900,"$127,193",34.12,$1.50,thanh pho ho chi minh,vietnam
Eco Green Sài Gòn 87m² 3 PN Căn B10 Block SN,District 7,87.13 m² - 3 PN,87.13 m²,3 PN,87,"4,65 tỷ",4.65,4,4650,"$203,947",53.37,$2.34,thanh pho ho chi minh,vietnam
"Căn hộ 3PN 90,4m2 RiverPanorama Tầng Cao View Sông",District 7,90.4 m² - 3 PN,90.4 m²,3 PN,90,"3,5 tỷ",3.5,3,3500,"$153,509",38.72,$1.70,thanh pho ho chi minh,vietnam
Bán gấp CH Jamona Heights 95m² 3 PN NTCB giá 3.35T,District 7,95 m² - 3 PN,95 m²,3 PN,95,"3,35 tỷ",3.35,4,3350,"$146,930",35.26,$1.55,thanh pho ho chi minh,vietnam
"Căn 3pn full nội thất cao cấp,giá tốt hiện tại",District 7,95 m² - 3 PN,95 m²,3 PN,95,"3,4 tỷ",3.4,3,3400,"$149,123",35.79,$1.57,thanh pho ho chi minh,vietnam
Chung cư Eco Green Sài Gòn 95m² 3PN,District 7,95 m² - 3 PN,95 m²,3 PN,95,"4,7 tỷ",4.7,3,4700,"$206,140",49.47,$2.17,thanh pho ho chi minh,vietnam
Rổ hàng chuyển nhượng T7/2021 Lavida Plus District 7,District 7,96 m² - 3 PN,96 m²,3 PN,96,"3,8 tỷ",3.8,3,3800,"$166,667",39.58,$1.74,thanh pho ho chi minh,vietnam
"Bán gấp ch era town 3pn view sông, tt 50% nhận nhà",District 7,97 m² - 3 PN,97 m²,3 PN,97,2 tỷ,2,2,2000,"$87,719",20.62,$0.90,thanh pho ho chi minh,vietnam
Căn Hộ đối diện SC Vivo Lavida Plus 97m² 3PN 2WC,District 7,97 m² - 3 PN,97 m²,3 PN,97,"3,9 tỷ",3.9,3,3900,"$171,053",40.21,$1.76,thanh pho ho chi minh,vietnam
💥 HÀNG HIẾM ĐÀO TRÍ CĂN GÓC 3 PN GÍA ƯU ĐÃI,District 7,97.2 m² - 3 PN,97.2 m²,3 PN,97,"3,65 tỷ",3.65,4,3650,"$160,088",37.55,$1.65,thanh pho ho chi minh,vietnam
Sunrise CityView 99m² 3 PN full như hình,District 7,99 m² - 3 PN,99 m²,3 PN,99,"5,25 tỷ",5.25,4,5250,"$230,263",53.03,$2.33,thanh pho ho chi minh,vietnam
Căn hộ 3PN full nội thất như hình,District 7,99 m² - 3 PN,99 m²,3 PN,99,"5,3 tỷ",5.3,3,5300,"$232,456",53.54,$2.35,thanh pho ho chi minh,vietnam
Chung cư Scenic Valley 101m² 3 PN,District 7,101 m² - 3 PN,101 m²,3 PN,101,"5,1 tỷ",5.1,3,5100,"$223,684",50.5,$2.21,thanh pho ho chi minh,vietnam
Sunrise CityView 105m² 3 PN,District 7,105 m² - 3 PN,105 m²,3 PN,105,"4,85 tỷ",4.85,4,4850,"$212,719",46.19,$2.03,thanh pho ho chi minh,vietnam
Chung cư District 7 105m² 3 PN full NT nhà đẹp,District 7,105 m² - 3 PN,105 m²,3 PN,105,"4,9 tỷ",4.9,3,4900,"$214,912",46.67,$2.05,thanh pho ho chi minh,vietnam
Căn hộ 3PN full nội thất cao cấp Sunrise CityView,District 7,105 m² - 3 PN,105 m²,3 PN,105,"5,295 tỷ",5.295,5,5295,"$232,237",50.43,$2.21,thanh pho ho chi minh,vietnam
Căn hộHoàng Anh Thanh Bình 113m² 3PN giá 3.250 tỷ,District 7,113 m² - 3 PN,113 m²,3 PN,113,"3,25 tỷ",3.25,4,3250,"$142,544",28.76,$1.26,thanh pho ho chi minh,vietnam
CĂN HỘ BÁN HOẶC CHO THUÊ,District 7,113 m² - 3 PN,113 m²,3 PN,113,"3,4 tỷ",3.4,3,3400,"$149,123",30.09,$1.32,thanh pho ho chi minh,vietnam
Chung cư District 7 114m² 3PN,District 7,114 m² - 3 PN,114 m²,3 PN,114,"3,4 tỷ",3.4,3,3400,"$149,123",29.82,$1.31,thanh pho ho chi minh,vietnam
"Bán Căn Hộ 3 Phòng Ngủ  Chung Cư Mỹ Phước, PMH",District 7,114 m² - 3 PN,114 m²,3 PN,114,"3,9 tỷ",3.9,3,3900,"$171,053",34.21,$1.50,thanh pho ho chi minh,vietnam
Căn hộ 114m2 view ôm trọn District 1,District 7,114 m² - 3 PN,114 m²,3 PN,114,6 tỷ,6,2,6000,"$263,158",52.63,$2.31,thanh pho ho chi minh,vietnam
Căn hộ 3pn 115m2 có sổ đỏ ngay Q7 chỉ 23tr/m2,District 7,115 m² - 3 PN,115 m²,3 PN,115,"2,65 tỷ",2.65,4,2650,"$116,228",23.04,$1.01,thanh pho ho chi minh,vietnam
Dockland Nguyễn Thị Thập giá ưu đãi mùa dịch,District 7,122.8 m² - 3 PN,122.8 m²,3 PN,123,"3,8 tỷ",3.8,3,3800,"$166,667",30.94,$1.36,thanh pho ho chi minh,vietnam
Bán gấp căn hộ 3PN Sunrise city nhà đẹp,District 7,125 m² - 3 PN,125 m²,3 PN,125,"5,3 tỷ",5.3,3,5300,"$232,456",42.4,$1.86,thanh pho ho chi minh,vietnam
Chung cư Docklands Sài Gòn 125m² 3PN,District 7,125 m² - 3 PN,125 m²,3 PN,125,"5,35 tỷ",5.35,4,5350,"$234,649",42.8,$1.88,thanh pho ho chi minh,vietnam
"Shophoue 3 PN,3 tolte, trệt, lầu",District 7,125 m² - 3 PN,125 m²,3 PN,125,"5,8 tỷ",5.8,3,5800,"$254,386",46.4,$2.04,thanh pho ho chi minh,vietnam
"Bán Happy valley PMH 135m , 3pn bán 6.4 tỷ",District 7,135 m² - 3 PN,135 m²,3 PN,135,"6,4 tỷ",6.4,3,6400,"$280,702",47.41,$2.08,thanh pho ho chi minh,vietnam
"Căn hộ 3pn 135m2 Happy Valley, Phú mỹ Hưng, q7",District 7,135 m² - 3 PN,135 m²,3 PN,135,"6,5 tỷ",6.5,3,6500,"$285,088",48.15,$2.11,thanh pho ho chi minh,vietnam
Chung cư Sunrise City 138m² 3PN tặng bãi oto 400tr,District 7,138 m² - 3 PN,138 m²,3 PN,138,"5,4 tỷ",5.4,3,5400,"$236,842",39.13,$1.72,thanh pho ho chi minh,vietnam
Sunrise City Central 147m² 3PN giá 6.15 tỷ,District 7,147 m² - 3 PN,147 m²,3 PN,147,"6,15 tỷ",6.15,4,6150,"$269,737",41.84,$1.83,thanh pho ho chi minh,vietnam
Chính Chủ cần bán gấp Duplex siêu đẹp,District 7,150 m² - 3 PN,150 m²,3 PN,150,"4,3 tỷ",4.3,3,4300,"$188,596",28.67,$1.26,thanh pho ho chi minh,vietnam
Bán căn hộ Hoàng Anh Thanh Bình 150m² 3PN 4.050 tỷ,District 7,150 m² - 3 PN,150 m²,3 PN,150,"4,05 tỷ",4.5,3,4500,"$197,368",30,$1.32,thanh pho ho chi minh,vietnam
"Cần bán Shophouse dự án Q7 Bouevard,139m,giá tốt.",District 7,174 m² - 3 PN,174 m²,3 PN,174,12 tỷ,12,3,12000,"$526,316",68.97,$3.02,thanh pho ho chi minh,vietnam
Cần bán Shop House Phú Mỹ Hưng DT 139m2 giá 7 tỷ,District 7,139 m² - 4 PN,139 m²,4 PN,139,7 tỷ,7,2,7000,"$307,018",50.36,$2.21,thanh pho ho chi minh,vietnam
"Bán Căn hộ The View Riviera Point 147m², 8.35 tỷ",District 7,147 m² - 4 PN,147 m²,4 PN,147,"8,3 tỷ",8.3,3,8300,"$364,035",56.46,$2.48,thanh pho ho chi minh,vietnam
Căn Penthouse Hoàng Anh Thanh Bình P.Tân Hưng Q7,District 7,277 m² - 5 PN,277 m²,5 PN,277,"7,8 tỷ",7.8,3,7800,"$342,105",28.16,$1.24,thanh pho ho chi minh,vietnam
"Penthouse Sunrise cao cấp,view đẹp,có sổ,giá tốt!",District 7,700 m² - 5 PN,700 m²,5 PN,700,"21,12 tỷ",21.12,5,21120,"$926,316",30.17,$1.32,thanh pho ho chi minh,vietnam
em nắm giỏ hàng pegasuite2 giá rất tốt dự án,District 8,25 m² - 1 PN,25 m²,1 PN,25,947 triệu,947,4,947,"$41,535",37.88,$1.66,thanh pho ho chi minh,vietnam
Officetel & 3PN Central Premium Q8 nhận nhà ở ngay,District 8,26 m² - 1 PN,26 m²,1 PN,26,"1,4 tỷ",1.4,3,1400,"$61,404",53.85,$2.36,thanh pho ho chi minh,vietnam
Officetel Central Premium 32m² Trung Tâm Q8,District 8,32 m² - 1 PN,32 m²,1 PN,32,"1,45 tỷ",1.45,4,1450,"$63,596",45.31,$1.99,thanh pho ho chi minh,vietnam
Căn hộ Central Premium 1-2-3PN Mua bán và cho thuê,District 8,32 m² - 1 PN,32 m²,1 PN,32,"1,6 tỷ",1.6,3,1600,"$70,175",50,$2.19,thanh pho ho chi minh,vietnam
Rổ hàng CDT - Officetel + 3PN - Nhận nhà ở ngay,District 8,32 m² - 1 PN,32 m²,1 PN,32,"1,651 tỷ",1.651,5,1651,"$72,412",51.59,$2.26,thanh pho ho chi minh,vietnam
Rổ hàng tháng 7 GIÁ TỐT - Central Premium District 8,District 8,36 m² - 1 PN,36 m²,1 PN,36,"1,9 tỷ",1.9,3,1900,"$83,333",52.78,$2.31,thanh pho ho chi minh,vietnam
Căn hộ Central Premium Q.8 đa dạng diện tích.,District 8,38 m² - 1 PN,38 m²,1 PN,38,"1,65 tỷ",1.65,4,1650,"$72,368",43.42,$1.90,thanh pho ho chi minh,vietnam
Chung cư Chung cư Bông Sao 44.3m² 1PN,District 8,44.3 m² - 1 PN,44.3 m²,1 PN,44,"1,75 tỷ",1.75,4,1750,"$76,754",39.5,$1.73,thanh pho ho chi minh,vietnam
"Central Premium,Căn Góc 48m2- 2,3 tỷ +1 Năm PQL",District 8,48 m² - 1 PN,48 m²,1 PN,48,"2,3 tỷ",2.3,3,2300,"$100,877",47.92,$2.10,thanh pho ho chi minh,vietnam
Chung cư District 8 50m² 1 PN,District 8,50 m² - 1 PN,50 m²,1 PN,50,950 triệu,950,4,950,"$41,667",19,$0.83,thanh pho ho chi minh,vietnam
Căn hộ 50m2 the Avila District 8 giá ngộp,District 8,50 m² - 1 PN,50 m²,1 PN,50,"1,3 tỷ",1.3,3,1300,"$57,018",26,$1.14,thanh pho ho chi minh,vietnam
Chung cư Conic Riverside 50m² 1 PN,District 8,50 m² - 1 PN,50 m²,1 PN,50,"1,55 tỷ",1.55,4,1550,"$67,982",31,$1.36,thanh pho ho chi minh,vietnam
Chung cư District 8 50.19m² 1PN,District 8,50.19 m² - 1 PN,50.19 m²,1 PN,50,"1,55 tỷ",1.55,4,1550,"$67,982",30.88,$1.35,thanh pho ho chi minh,vietnam
Cần tiền KD nên sang lại căn hộ 51m2 nhà mới,District 8,51 m² - 1 PN,51 m²,1 PN,51,"1,5 tỷ",1.5,3,1500,"$65,789",29.41,$1.29,thanh pho ho chi minh,vietnam
CĂN HỘ DỰ ÁN CITY GATE 3  District 8,District 8,52 m² - 1 PN,52 m²,1 PN,52,"1,25 tỷ",1.25,4,1250,"$54,825",24.04,$1.05,thanh pho ho chi minh,vietnam
Chung cư District 8 54m² 1 PN,District 8,54 m² - 1 PN,54 m²,1 PN,54,"1,65 tỷ",1.65,4,1650,"$72,368",30.56,$1.34,thanh pho ho chi minh,vietnam
"nhà hẻm thoáng mát, cách đường lớn 7m, gần chợ",District 8,39 m² - 2 PN,39 m²,2 PN,39,"2,5 tỷ",2.5,3,2500,"$109,649",64.1,$2.81,thanh pho ho chi minh,vietnam
Chung cư District 8 50m² 2PN,District 8,50 m² - 2 PN,50 m²,2 PN,50,"1,48 tỷ",1.48,4,1480,"$64,912",29.6,$1.30,thanh pho ho chi minh,vietnam
Chung cư Conic Riverside 50m² 2PN,District 8,50 m² - 2 PN,50 m²,2 PN,50,"1,99 tỷ",1.99,4,1990,"$87,281",39.8,$1.75,thanh pho ho chi minh,vietnam
Bán nhà  District 8 50m² 2PN,District 8,50 m² - 2 PN,50 m²,2 PN,50,"3,5 tỷ",3.5,3,3500,"$153,509",70,$3.07,thanh pho ho chi minh,vietnam
Rỗ Hàng Conic Riverside 50m² District 8 giá bán 1.430,District 8,51 m² - 2 PN,51 m²,2 PN,51,"1,48 tỷ",1.48,4,1480,"$64,912",29.02,$1.27,thanh pho ho chi minh,vietnam
"City gate 3 Q8 52m2 giá 1,2 tỷ,78m2 2PN giá 2 tỷ.",District 8,52 m² - 2 PN,52 m²,2 PN,52,"1,2 tỷ",1.2,3,1200,"$52,632",23.08,$1.01,thanh pho ho chi minh,vietnam
Chung cư Felisa 53m² 2 PN  giá tốt - Q5,District 8,53 m² - 2 PN,53 m²,2 PN,53,"2,055 tỷ",2.055,5,2055,"$90,132",38.77,$1.70,thanh pho ho chi minh,vietnam
BÁN CH FELISA RIVERSIDE CÁCH CẦU NTP Q5 200M,District 8,54 m² - 2 PN,54 m²,2 PN,54,"2,05 tỷ",2.5,3,2500,"$109,649",46.3,$2.03,thanh pho ho chi minh,vietnam
Chung cư District 8 54.4m² 2PN,District 8,54.4 m² - 2 PN,54.4 m²,2 PN,54,"2,66854 tỷ",2.67,4,2668.54,"$117,041",49.05,$2.15,thanh pho ho chi minh,vietnam
Dự án căn hộ City Gate 5 giá hơn 1 tỷ,District 8,55 m² - 2 PN,55 m²,2 PN,55,"1,65 tỷ",1.65,4,1650,"$72,368",30,$1.32,thanh pho ho chi minh,vietnam
Bán căn hộ Dream Home Q.8 bàn giao nhà hoàn thiện,District 8,56 m² - 2 PN,56 m²,2 PN,56,"1,5 tỷ",1.5,3,1500,"$65,789",26.79,$1.17,thanh pho ho chi minh,vietnam
Cơ hội an cư với căn hộ Dream Home District 8 giá tốt,District 8,56 m² - 2 PN,56 m²,2 PN,56,"1,5 tỷ",1.5,3,1500,"$65,789",26.79,$1.17,thanh pho ho chi minh,vietnam
Căn hộ cao cấp 56m2 giá tốt trung tâm District 8,District 8,56 m² - 2 PN,56 m²,2 PN,56,"1,5 tỷ",1.5,3,1500,"$65,789",26.79,$1.17,thanh pho ho chi minh,vietnam
Sở hữu CH cao cấp Dream Home District 8 giá rẻ,District 8,56 m² - 2 PN,56 m²,2 PN,56,"1,5 tỷ",1.5,3,1500,"$65,789",26.79,$1.17,thanh pho ho chi minh,vietnam
Bán gấp căn hộ tại trung tâm District 8 giá tốt,District 8,56 m² - 2 PN,56 m²,2 PN,56,"1,5 tỷ",1.5,3,1500,"$65,789",26.79,$1.17,thanh pho ho chi minh,vietnam
Bán gấp căn hộ Dream Home Riverside 56m2 giá rẻ,District 8,56 m² - 2 PN,56 m²,2 PN,56,"1,5 tỷ",1.5,3,1500,"$65,789",26.79,$1.17,thanh pho ho chi minh,vietnam
CH Dream Home District 8 giá tốt tặng nội thất cao cấp,District 8,56 m² - 2 PN,56 m²,2 PN,56,"1,5 tỷ",1.5,3,1500,"$65,789",26.79,$1.17,thanh pho ho chi minh,vietnam
CH Dream Home District 8 75m2 view đẹp giá rẻ,District 8,56 m² - 2 PN,56 m²,2 PN,56,"1,5 tỷ",1.5,3,1500,"$65,789",26.79,$1.17,thanh pho ho chi minh,vietnam
SỞ HỮU NGAY CĂN HỘ Q.8 VỚI QUỸ ĐẤT HIẾM CÒN LẠI,District 8,56 m² - 2 PN,56 m²,2 PN,56,"1,834567 tỷ",1.834,5,1834,"$80,439",32.75,$1.44,thanh pho ho chi minh,vietnam
Diamond Lotus Riverside 56m2_2PN_Q8_View Sông_RẼ,District 8,56 m² - 2 PN,56 m²,2 PN,56,"3,05 tỷ",3.5,3,3500,"$153,509",62.5,$2.74,thanh pho ho chi minh,vietnam
"Đổi nhà phố, bán căn hộ cực mai mắn này.",District 8,58 m² - 2 PN,58 m²,2 PN,58,"2,05 tỷ",2.5,3,2500,"$109,649",43.1,$1.89,thanh pho ho chi minh,vietnam
Bán căn hộ Central Premium giá rẻ 3 tỷ/2PN,District 8,58 m² - 2 PN,58 m²,2 PN,58,3 tỷ,3,2,3000,"$131,579",51.72,$2.27,thanh pho ho chi minh,vietnam
Chung cư 2PN full Nội Thất Đợt 1 375tr góp tiến độ,District 8,59 m² - 2 PN,59 m²,2 PN,59,750 triệu,750,4,750,"$32,895",12.71,$0.56,thanh pho ho chi minh,vietnam
"HEAVEN, CHUNG CƯ District 8, GIÁ RẺ,Ở NGAY CÁCH Q1 15P",District 8,60 m² - 2 PN,60 m²,2 PN,60,"1,5 tỷ",1.5,3,1500,"$65,789",25,$1.10,thanh pho ho chi minh,vietnam
"Căn Hộ Cao Cấp The Pegasuite, 2PN, 3PN, NT Cao Cấp",District 8,60 m² - 2 PN,60 m²,2 PN,60,"2,35 tỷ",2.35,4,2350,"$103,070",39.17,$1.72,thanh pho ho chi minh,vietnam
Chung cư Dream Home Palace 61.75m² 2PN,District 8,61.75 m² - 2 PN,61.75 m²,2 PN,62,"1,673 tỷ",1.673,5,1673,"$73,377",27.09,$1.19,thanh pho ho chi minh,vietnam
Chung cư Dream Home Palace 61.75m² 2PN,District 8,61.75 m² - 2 PN,61.75 m²,2 PN,62,"1,7 tỷ",1.7,3,1700,"$74,561",27.53,$1.21,thanh pho ho chi minh,vietnam
Chung cư Dreamhome Palace District 8 61.75m2 2PN,District 8,61.75 m² - 2 PN,61.75 m²,2 PN,62,"1,72 tỷ",1.72,4,1720,"$75,439",27.85,$1.22,thanh pho ho chi minh,vietnam
Chung cư District 8 61.75m² 2PN,District 8,61.75 m² - 2 PN,61.75 m²,2 PN,62,"1,73 tỷ",1.73,4,1730,"$75,877",28.02,$1.23,thanh pho ho chi minh,vietnam
Chung cư District 8 2PN 2WC 61.75M2 giá rẻ.,District 8,61.75 m² - 2 PN,61.75 m²,2 PN,62,"1,73 tỷ",1.73,4,1730,"$75,877",28.02,$1.23,thanh pho ho chi minh,vietnam
Căn Hộ District 8  61.75m² 2PN 2WC giá tốt.,District 8,61.75 m² - 2 PN,61.75 m²,2 PN,62,"1,745 tỷ",1.745,5,1745,"$76,535",28.26,$1.24,thanh pho ho chi minh,vietnam
"Căn Hộ Mới Nhận P7, Q8, Tầng 17 View Sông 2PN 2WC",District 8,62 m² - 2 PN,62 m²,2 PN,62,649 triệu,649,4,649,"$28,465",10.47,$0.46,thanh pho ho chi minh,vietnam
"CC Phường 7, District 8 62m² 2PN nhà chính chủ",District 8,62 m² - 2 PN,62 m²,2 PN,62,650 triệu,650,4,650,"$28,509",10.48,$0.46,thanh pho ho chi minh,vietnam
"Chính chủ cần nhà ở liền nên bán gấp, rẻ hơn CĐT",District 8,62 m² - 2 PN,62 m²,2 PN,62,"1,457568 tỷ",1.457,5,1457,"$63,904",23.5,$1.03,thanh pho ho chi minh,vietnam
"Bán căn hộ District 8, 2PN - 62m2, ngay KDC hiện hữu",District 8,62 m² - 2 PN,62 m²,2 PN,62,"1,5 tỷ",1.5,3,1500,"$65,789",24.19,$1.06,thanh pho ho chi minh,vietnam
CH Dream Home 62m2 giá chênh lệch thấp,District 8,62 m² - 2 PN,62 m²,2 PN,62,"1,6 tỷ",1.6,3,1600,"$70,175",25.81,$1.13,thanh pho ho chi minh,vietnam
Căn hộ District 8 62m2 + nội thất,District 8,62 m² - 2 PN,62 m²,2 PN,62,"1,6 tỷ",1.6,3,1600,"$70,175",25.81,$1.13,thanh pho ho chi minh,vietnam
"CĂN HỘ Q8 NHẬN NHÀ Ở NGAY,MỚI 100%,TIỆN ÍCH NHIỀU",District 8,62 m² - 2 PN,62 m²,2 PN,62,"1,6 tỷ",1.6,3,1600,"$70,175",25.81,$1.13,thanh pho ho chi minh,vietnam
Chính chủ cần bán Chung cư District 8 62m² 2 PN,District 8,62 m² - 2 PN,62 m²,2 PN,62,"1,7 tỷ",1.7,3,1700,"$74,561",27.42,$1.20,thanh pho ho chi minh,vietnam
Chung cư Dream Home Palace 62m² 2 PN,District 8,62 m² - 2 PN,62 m²,2 PN,62,"1,7 tỷ",1.7,3,1700,"$74,561",27.42,$1.20,thanh pho ho chi minh,vietnam
"TÌM CHỦ MỚI CĂN HỘ 62M2, 2PN, 2WC  SẮP NHẬN NHÀ Q8",District 8,62 m² - 2 PN,62 m²,2 PN,62,"1,7 tỷ",1.7,3,1700,"$74,561",27.42,$1.20,thanh pho ho chi minh,vietnam
Chung cư dream home palace 62m2 2PN,District 8,62 m² - 2 PN,62 m²,2 PN,62,"1,7 tỷ",1.7,3,1700,"$74,561",27.42,$1.20,thanh pho ho chi minh,vietnam
"CHUNG CƯ Q8,VÀO Ở NGAY,TẶNG NỘI THẤT,GIÁ CỰC TỐT",District 8,62 m² - 2 PN,62 m²,2 PN,62,"1,7 tỷ",1.7,3,1700,"$74,561",27.42,$1.20,thanh pho ho chi minh,vietnam
"Căn hộ Q.8 62m2 2PN 2WC giá tốt, tầng trung",District 8,62 m² - 2 PN,62 m²,2 PN,62,"1,73 tỷ",1.73,4,1730,"$75,877",27.9,$1.22,thanh pho ho chi minh,vietnam
Kẹt tiền bán gấp căn 2PN-2WC full nội thất gỗ,District 8,62 m² - 2 PN,62 m²,2 PN,62,"1,9 tỷ",1.9,3,1900,"$83,333",30.65,$1.34,thanh pho ho chi minh,vietnam
"Căn hộ 2 PN 62m2 Dreamhome Palace, Q.8",District 8,62 m² - 2 PN,62 m²,2 PN,62,"2,15 tỷ",2.15,4,2150,"$94,298",34.68,$1.52,thanh pho ho chi minh,vietnam
Căn Topaz City 2pn dt 63m2 bán gấp giá 2 tỷ,District 8,63 m² - 2 PN,63 m²,2 PN,63,2 tỷ,2,2,2000,"$87,719",31.75,$1.39,thanh pho ho chi minh,vietnam
Căn Hộ Cao Cấp Giá Rẻ Q.8,District 8,63 m² - 2 PN,63 m²,2 PN,63,"2,2 tỷ",2.2,3,2200,"$96,491",34.92,$1.53,thanh pho ho chi minh,vietnam
"Chính chủ chuyển nhượng CC District 8 64m² 2PN, 2WC",District 8,64 m² - 2 PN,64 m²,2 PN,64,"1,65 tỷ",1.65,4,1650,"$72,368",25.78,$1.13,thanh pho ho chi minh,vietnam
(Bán gấp) Căn hộ chung cư Conic Reverside mới,District 8,64 m² - 2 PN,64 m²,2 PN,64,"2,1 tỷ",2.1,3,2100,"$92,105",32.81,$1.44,thanh pho ho chi minh,vietnam
Bán Căn Hộ Lock Diamond MT - NVL  Q8 Chỉ 300 triệu,District 8,65 m² - 2 PN,65 m²,2 PN,65,"1,5 tỷ",1.5,3,1500,"$65,789",23.08,$1.01,thanh pho ho chi minh,vietnam
"Cần bán căn hộ chung cư Conic Riverside, F7, Q8",District 8,65 m² - 2 PN,65 m²,2 PN,65,"1,75 tỷ",1.75,4,1750,"$76,754",26.92,$1.18,thanh pho ho chi minh,vietnam
"Bán căn hộ 2PN 65,24m2 chung cư Topaz City P4 Q8",District 8,65 m² - 2 PN,65 m²,2 PN,65,"2,3 tỷ",2.3,3,2300,"$100,877",35.38,$1.55,thanh pho ho chi minh,vietnam
bán căn hộ tara residence 68m 2pn 2wc nhà mới,District 8,68 m² - 2 PN,68 m²,2 PN,68,"2,1 tỷ",2.1,3,2100,"$92,105",30.88,$1.35,thanh pho ho chi minh,vietnam
Bảng giá căn hộ và Offictel Central Premium T7,District 8,68 m² - 2 PN,68 m²,2 PN,68,"3,218 tỷ",3.218,5,3218,"$141,140",47.32,$2.08,thanh pho ho chi minh,vietnam
CC City Gate Towers 2PN 2WC NỘI THẤT NHƯ HÌNH 100%,District 8,69 m² - 2 PN,69 m²,2 PN,69,"2,25 tỷ",2.25,4,2250,"$98,684",32.61,$1.43,thanh pho ho chi minh,vietnam
bán căn hộ ThePegaSuite 69m 2PN 2W nhà trống,District 8,69 m² - 2 PN,69 m²,2 PN,69,"2,6 tỷ",2.6,3,2600,"$114,035",37.68,$1.65,thanh pho ho chi minh,vietnam
Căn góc block B tầng trung 2 ban công,District 8,70 m² - 2 PN,70 m²,2 PN,70,"1,95 tỷ",1.95,4,1950,"$85,526",27.86,$1.22,thanh pho ho chi minh,vietnam
CHỦ ĐẦU TƯ THANH LÝ 36 CĂN 2-3PN TOPAZ ELITE,District 8,70 m² - 2 PN,70 m²,2 PN,70,2 tỷ,2,2,2000,"$87,719",28.57,$1.25,thanh pho ho chi minh,vietnam
Chung cư Topaz City 2PN,District 8,70 m² - 2 PN,70 m²,2 PN,70,"2,1 tỷ",2.1,3,2100,"$92,105",30,$1.32,thanh pho ho chi minh,vietnam
"Bán Gấp CH Topaz City, 2-3PN, Gía Mềm, Hỗ Trợ Vay",District 8,70 m² - 2 PN,70 m²,2 PN,70,"2,25 tỷ",2.25,4,2250,"$98,684",32.14,$1.41,thanh pho ho chi minh,vietnam
